date	pressure	thtv	pm10
2005-03-28	700.0	307.0	16.5833
2005-03-28	660.0	314.5	16.5833
2005-03-28	602.0	319.5	16.5833
2005-03-28	574.0	322.1	16.5833
2005-03-28	515.0	328.0	16.5833
2005-03-28	500.0	328.6	16.5833
2005-03-28	468.0	329.9	16.5833
2005-03-28	432.0	331.3	16.5833
2005-03-28	417.0	333.8	16.5833
2005-03-28	400.0	336.6	16.5833
2005-03-28	388.0	338.8	16.5833
2005-03-28	355.0	340.0	16.5833
2005-03-28	300.0	342.0	16.5833
2005-03-28	269.0	343.2	16.5833
2005-03-29	1015.0	301.1	19.1667
2005-03-29	1000.0	301.3	19.1667
2005-03-29	925.0	301.8	19.1667
2005-03-29	910.0	302.1	19.1667
2005-03-29	881.0	302.7	19.1667
2005-03-29	850.0	303.3	19.1667
2005-03-29	833.0	303.6	19.1667
2005-03-29	808.0	304.9	19.1667
2005-03-29	794.0	306.1	19.1667
2005-03-29	792.0	306.3	19.1667
2005-03-29	742.0	308.5	19.1667
2005-03-29	727.0	311.2	19.1667
2005-03-29	700.0	312.8	19.1667
2005-03-29	674.0	314.5	19.1667
2005-03-29	621.0	318.4	19.1667
2005-03-29	567.0	322.6	19.1667
2005-03-29	500.0	328.5	19.1667
2005-03-29	490.0	329.4	19.1667
2005-03-29	430.0	335.3	19.1667
2005-03-29	400.0	336.9	19.1667
2005-03-29	362.0	338.7	19.1667
2005-03-29	300.0	341.7	19.1667
2005-03-29	273.0	342.9	19.1667
2005-03-29	259.0	343.4	19.1667
2005-03-30	1015.0	298.7	16.1250
2005-03-30	1000.0	299.6	16.1250
2005-03-30	972.0	301.5	16.1250
2005-03-30	935.0	301.7	16.1250
2005-03-30	934.0	301.7	16.1250
2005-03-30	925.0	301.8	16.1250
2005-03-30	883.0	302.6	16.1250
2005-03-30	850.0	304.1	16.1250
2005-03-30	746.0	309.2	16.1250
2005-03-30	730.0	309.9	16.1250
2005-03-30	723.0	310.2	16.1250
2005-03-30	700.0	310.8	16.1250
2005-03-30	678.0	311.6	16.1250
2005-03-30	674.0	309.6	16.1250
2005-03-30	623.0	318.6	16.1250
2005-03-30	579.0	322.6	16.1250
2005-03-30	565.0	324.0	16.1250
